ticker,generated_date,current_price,pe_ttm,forward_pe,eps_ttm,market_cap,daily_volatility,annualized_volatility,base_fcf,tax_rate,discount_rate,growth_rate,terminal_growth_rate,projection_years,terminal_value,pv_terminal_value,sum_pv_fcfs,enterprise_value,total_debt,cash_and_st_investments,lt_investments,net_debt,net_debt_source,equity_value,shares_outstanding,intrinsic_value_per_share,margin_of_safety,verdict
AAPL,2026-06-02,315.2,38.113663,32.80627,8.27,4629454651392,0.017807,0.28267,103455910666.66667,0.156,0.08,0.12,0.02,5,3099519283601.799,2109480743301.4797,577673372653.4167,2687154115954.8965,98657000000.0,54697000000.0,77723000000.0,-33763000000.0,balance sheet (annual),2720917115954.8965,14687356000,185.25574759370554,-0.7014316915623167,OVERVALUED
