date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,Cumulative Return,MA_20,MA_50,MA_200,Signal
2024-06-20,212.0927269910851,212.40007736780652,207.0563681724187,207.8792266845703,86172500,0.0,0.0,-0.021513093849344744,0.0806574575752903,,,,Insufficient Data
2024-06-21,208.58315742215362,210.07027533194446,205.33132746963062,205.70806884765625,241805100,0.0,0.0,-0.01044432323297273,0.06937072178425141,,,,Insufficient Data
2024-06-24,205.93608683303725,210.87331399723786,204.8157865138524,206.35247802734375,80727000,0.0,0.0,0.0031326392945953963,0.07272067452780262,,,,Insufficient Data
2024-06-25,207.35380525957078,209.5646648210329,206.81844945769743,207.27450561523438,55549700,0.0,0.0,0.004468216697492089,0.07751382295747278,,,,Insufficient Data
2024-06-26,209.68362348048936,213.01476817493463,208.8310086144187,211.41859436035156,66213200,0.0,0.0,0.019993239075961844,0.09905681442751524,,,,Insufficient Data
2024-06-27,212.8462361886446,213.88722177256454,210.5263358320774,212.2613067626953,49772700,0.0,0.0,0.003985989997206119,0.1034376438961846,,,,Insufficient Data
2024-06-28,213.91693728719588,214.21436386520998,208.49391330369318,208.8111572265625,82542700,0.0,0.0,-0.01625425560952576,0.08550208638312307,,,,Insufficient Data
2024-07-01,210.26856627972688,215.64201747450758,210.10002805599396,214.8885498046875,60402900,0.0,0.0,0.029104731082597146,0.11709533269690198,205.0115966796875,,,Insufficient Data
2024-07-02,214.293668724795,218.48735180877674,213.2526983679821,218.3782958984375,58046200,0.0,0.0,0.01623979545174392,0.13523673239999745,206.31232833862305,,,Insufficient Data
2024-07-03,218.11063203893852,219.64732360839844,217.1489612238199,219.64732360839844,37369800,0.0,0.0,0.005811143935984919,0.14183375645339114,207.66064987182617,,,Insufficient Data
2024-07-05,219.74646963306245,224.50525038603786,219.74646963306245,224.3961944580078,60412400,0.0,0.0,0.02162043575853434,0.1665206998317177,209.1710662841797,,,Insufficient Data
2024-07-08,225.13973799267995,225.89322076278884,221.3327197032473,225.8634796142578,59085900,0.0,0.0,0.006538814794938785,0.17414836264237965,210.8237503051758,,,Insufficient Data
2024-07-09,225.97252074204383,227.42989753320916,224.4259205051531,226.71607971191406,48076100,0.0,0.0,0.0037748470851168836,0.17858059316659491,212.39959869384765,,,Insufficient Data
2024-07-10,227.3307677065015,231.0783037422216,227.28119408246098,230.97915649414062,62627700,0.0,0.0,0.018803592527021573,0.20074214240075494,214.37548294067383,,,Insufficient Data
2024-07-11,229.40283250811748,230.39424455320685,223.83110165559438,225.6156463623047,64710600,0.0,0.0,-0.023220753825776486,0.17286000470383156,215.38771591186523,,,Insufficient Data
2024-07-12,226.9540066999144,230.64206011910093,226.71606240173486,228.56008911132812,53046500,0.0,0.0,0.013050702805846637,0.18816665205808514,216.25371398925782,,,Insufficient Data
2024-07-15,234.44910163171727,235.1926606193721,231.0882156126273,232.386962890625,62631300,0.0,0.0,0.016743403426977332,0.2080606056519747,217.25305786132813,,,Insufficient Data
2024-07-16,232.98182214446476,234.2409196318231,230.3347538954296,232.80337524414062,43234300,0.0,0.0,0.0017918920594164334,0.2102253198585362,218.3599708557129,,,Insufficient Data
2024-07-17,227.4794799069808,229.47222770464353,224.6936146131452,226.9143829345703,57345900,0.0,0.0,-0.025295991964869646,0.17961146989171284,218.96522750854493,,,Insufficient Data
2024-07-18,228.3023493485251,228.46097889584826,220.36114484151935,222.25473022460938,66034600,0.0,0.0,-0.020534849530911115,0.1553883258525497,219.4554801940918,,,Insufficient Data
2024-07-19,222.88923571935766,224.8522270905052,221.36245288688534,222.38360595703125,49151500,0.0,0.0,0.0005798559710816775,0.1560582846722134,220.18069915771486,,,Insufficient Data
2024-07-22,225.06041535891617,225.82380677595344,221.174082433242,222.03662109375,48201800,0.0,0.0,-0.0015602987539841129,0.15425448837110634,220.99712677001952,,,Insufficient Data
2024-07-23,222.4431183487035,224.99105459605977,220.7676295522315,223.07762145996094,39960300,0.0,0.0,0.004688417438001746,0.15966611524227714,221.8333839416504,,,Insufficient Data
2024-07-24,222.07627816799848,222.86941075843336,215.26528287042115,216.6631622314453,61777600,0.0,0.0,-0.028754382382846555,0.12632063232817048,222.30281677246094,,,Insufficient Data
2024-07-25,217.04981289629316,218.95333716975932,212.77682977395946,215.6221923828125,51391200,0.0,0.0,-0.004804553934834699,0.12090916410223262,222.51299667358398,,,Insufficient Data
2024-07-26,216.8217851678197,217.6050090608147,214.15488466672127,216.08815002441406,41601300,0.0,0.0,0.002160991113448585,0.12333143884484055,222.70433883666993,,,Insufficient Data
2024-07-29,215.09674706599597,217.41664743865044,213.8971319294418,216.36575317382812,36311800,0.0,0.0,0.0012846754872153365,0.1247745552083428,223.0820686340332,,,Insufficient Data
2024-07-30,217.3075789949067,218.43778796730905,214.2639371695869,216.92092895507812,41643800,0.0,0.0,0.0025659133809590173,0.12766062929011412,223.18368759155274,,,Insufficient Data
2024-07-31,219.53825698895486,221.89782218872546,218.7352157578384,220.17276000976562,50036300,0.0,0.0,0.014990858974981203,0.1445652307554408,223.27341079711914,,,Insufficient Data
2024-08-01,222.44307529690366,222.55213120715743,215.15620716620225,216.4846954345703,62501000,0.0,0.0,-0.016750775958986663,0.1253928750046105,223.11527938842772,,,Insufficient Data
2024-08-02,217.26790792406092,223.6625266661827,215.8402875210575,217.97181701660156,105568600,0.0,0.0,0.006869407461095545,0.13312365721683084,222.79406051635743,,,Insufficient Data
2024-08-05,197.3802115476467,211.6664621054212,194.3167520967801,207.47279357910156,119548600,0.0,0.0,-0.048166884972566715,0.07854462035997356,221.8745262145996,,,Insufficient Data
2024-08-06,203.53686913101606,208.18659343179937,199.34320096724198,205.45028686523438,69660500,0.0,0.0,-0.00974829845868963,0.0680306454996904,220.8112365722656,,,Insufficient Data
2024-08-07,205.12313014700663,211.80525225793107,204.61751548926864,208.01806640625,63516400,0.0,0.0,0.012498301074166829,0.08137921406358228,219.6631820678711,,,Insufficient Data
2024-08-08,211.27980900719393,212.36044444161047,207.0365669160157,211.47808837890625,47161100,0.0,0.0,0.016633276293891663,0.09936609330957324,218.95630416870117,,,Insufficient Data
2024-08-09,210.2784595957283,214.9182597959333,210.1495712142523,214.38290405273438,42201600,0.0,0.0,0.013735776108508846,0.11446673982855948,218.2474449157715,,,Insufficient Data
2024-08-12,214.46232494953352,217.8767166928247,213.99582080224636,215.9114532470703,38028100,0.25,0.0,0.007129995747981566,0.1224128829448039,217.42366943359374,,,Insufficient Data
2024-08-13,217.3804780396727,220.23905460642766,217.3804780396727,219.62367248535156,44155300,0.0,0.0,0.017193248354608226,0.14171080639768574,216.7646842956543,214.01744445800782,,Insufficient Data
2024-08-14,218.9288446755302,221.37053243582614,218.06530765715263,220.07028198242188,41960600,0.0,0.0,0.002033521669209337,0.14403250006246582,216.42247924804687,214.5715768432617,,Insufficient Data
2024-08-15,222.9288713384501,223.67329096872731,221.10255033510867,223.0479736328125,46414000,0.0,0.0,0.013530639501013964,0.15951199139825478,216.46214141845704,215.17891845703124,,Insufficient Data
2024-08-16,222.25391598005478,225.14226768918678,221.98592068094572,224.36807250976562,44340200,0.0,0.0,0.005918452678374431,0.16637450824935307,216.56136474609374,215.78252258300782,,Insufficient Data
2024-08-19,224.0405257400108,224.30852103873067,221.38045847347976,224.20925903320312,40687800,0.0,0.0,-0.0007078256491043211,0.16554891845595265,216.6699966430664,216.41051177978517,,Insufficient Data
2024-08-20,224.0901616619868,225.47973889834265,223.7725353535306,224.82464599609375,30299000,0.0,0.0,0.0027446991508923713,0.16874799958276232,216.75734786987306,217.0030224609375,,Insufficient Data
2024-08-21,224.8345868015738,226.28371522001356,223.37552309496598,224.71546936035156,34765500,0.0,0.0,-0.0004856079512923772,0.16818044626110784,217.15996322631835,217.66810241699218,,Insufficient Data
2024-08-22,226.09511339685906,226.64102413052154,222.2340576918725,222.859375,43695300,0.0,0.0,-0.00825975339230045,0.1585315638572835,217.52182235717774,218.01787017822267,,Insufficient Data
2024-08-23,223.98096305377334,226.52191275369313,222.66085720360698,225.1521759033203,38677300,0.0,0.0,0.010288106135630581,0.17045065954772531,217.97502365112305,218.29611114501952,,Insufficient Data
2024-08-26,225.0727813784282,225.58891654674125,222.22414052811973,225.48965454101562,30602200,0.0,0.0,0.0014988913002564885,0.17220503785870078,218.43121871948242,218.55790252685546,,Insufficient Data
2024-08-27,224.31844891527626,227.14724957253156,223.21670725505913,226.33334350585938,35934600,0.0,0.0,0.0037415861342333656,0.17659094397483144,218.90183944702147,218.87126708984374,,Insufficient Data
2024-08-28,226.22414704916858,228.14971479709,224.0008084384826,224.80479431152344,38052200,0.0,0.0,-0.006753530746548497,0.1686448008585868,219.13344116210936,219.07117797851564,,Insufficient Data
2024-08-29,228.38793686624163,231.18694665641485,227.17701311839377,228.08023071289062,51906300,0.0,0.0,0.014570135887886027,0.1856721144117679,219.71321792602538,219.3837890625,,Insufficient Data
2024-08-30,228.4772602189495,228.68568922028223,225.78741746908054,227.29611206054688,52990800,0.0,0.0,-0.0034379071342259815,0.18159588379077896,220.17943267822267,219.77212677001953,,Insufficient Data
2024-09-03,226.84948058831634,227.2961293418145,219.52438650802387,221.11248779296875,50190600,0.0,0.0,-0.027205147556289666,0.14945039342034638,220.861417388916,220.0802151489258,,Insufficient Data
2024-09-04,220.01072730838987,220.1298295937355,215.86182100754215,219.20675659179688,43840200,0.0,0.0,-0.008618831166859464,0.13954347454477634,221.54924087524415,220.33730072021484,,Insufficient Data
2024-09-05,219.9809679444758,223.80231295165626,219.87178579311316,220.7253875732422,36615400,0.0,0.0,0.006927847503684692,0.14743805796024145,222.18460693359376,220.606318359375,,Insufficient Data
2024-09-06,222.2837029728863,223.56411324365834,218.13481142105056,219.177001953125,48423000,0.0,0.0,-0.007014986527561939,0.13938879544243843,222.56955261230468,220.76148651123046,,Insufficient Data
2024-09-09,219.17698492990527,219.62363365317324,215.0975649862482,219.2663116455078,67180000,0.0,0.0,0.00040747747978553406,0.13985307071730113,222.81372299194337,220.90158660888673,,Insufficient Data
2024-09-10,217.29112653781655,219.83207646515766,215.1174187834135,218.47227478027344,51591000,0.0,0.0,-0.0036213354403393794,0.1357252803955329,222.9417640686035,221.09480895996094,,Insufficient Data
2024-09-11,219.81224273641337,221.4301044903715,216.26879790334314,221.00331115722656,44587100,0.0,0.0,0.011585160540387607,0.1488828400986919,223.01074600219727,221.21710418701173,,Insufficient Data
2024-09-12,220.84449248276735,221.8866830044339,218.1844402475294,221.11248779296875,37455600,0.0,0.0,0.0004940045249570701,0.14945039342034616,223.0628562927246,221.27178802490235,,Insufficient Data
2024-09-13,221.9164638014437,222.37303270856336,220.25889118684435,220.84449768066406,36766600,0.0,0.0,-0.0012120080370838782,0.1480572503052915,222.9526824951172,221.29573150634766,,Insufficient Data
2024-09-16,214.92884416844979,215.60379255643394,212.32834292284386,214.7104949951172,59357400,0.0,0.0,-0.027775211743860106,0.11616971708398816,222.46980361938478,221.10201751708985,,Insufficient Data
2024-09-17,214.14470101422842,215.2861383219032,212.90400170360138,215.1769561767578,45519300,0.0,0.0,0.002172512254937642,0.11859460947294331,222.0181884765625,220.88828704833983,,Insufficient Data
2024-09-18,215.93129206794552,221.05290200683174,215.92135678137058,219.0479278564453,59894900,0.0,0.0,0.0179897129714377,0.138717805428759,221.72935256958007,220.73492401123048,,Insufficient Data
2024-09-19,223.31596324984213,228.11002736409566,222.95864123060412,227.16708374023438,66781300,0.0,0.0,0.037065659388980876,0.18092513174494917,221.85193328857423,220.65868255615234,,Insufficient Data
2024-09-20,228.258925130642,231.355706137216,225.9264040870641,226.50209045410156,318679900,0.0,0.0,-0.002927331174851111,0.17746817279162697,222.0340690612793,220.6764114379883,,Insufficient Data
2024-09-23,225.64847983003366,227.74278104335218,224.12986496132828,224.7849578857422,54146000,0.0,0.0,-0.007581089273466679,0.16854168145702797,222.01570816040038,220.60090881347656,,Insufficient Data
2024-09-24,226.94872814757065,227.64353192764617,224.05045616714196,225.67825317382812,43556100,0.0,0.0,0.0039739994014189595,0.1731854653996714,222.025138092041,220.46673461914062,,Insufficient Data
2024-09-25,223.2564112941643,225.59885242729763,222.3531936181764,224.68569946289062,42308700,0.0,0.0,-0.004398091960473471,0.1680256878361528,221.94275588989257,220.30438110351562,,Insufficient Data
2024-09-26,225.608784129346,226.79985253593196,223.73284722402752,225.8271484375,36636700,0.0,0.0,0.005080203045133791,0.1739594954922925,221.9938735961914,220.2826364135742,,Insufficient Data
2024-09-27,226.7601514881057,227.81226214161182,225.6087788258606,226.09512329101562,34026000,0.0,0.0,0.0011866370158315487,0.17535255928473048,221.89461822509764,220.35944427490233,,Insufficient Data
2024-09-30,228.3283747151782,231.266357421875,227.9412771261621,231.266357421875,54541900,0.0,0.0,0.022871940162120463,0.20223515269008607,222.09313049316407,220.53709930419922,,Insufficient Data
2024-10-01,227.81227091446172,227.94129335648356,222.0752779583648,224.5269012451172,63285000,0.0,0.0,-0.029141532957444927,0.16720017736536907,222.26385116577148,220.58690490722657,,Insufficient Data
2024-10-02,224.2092739820147,225.67825786117984,221.36063294746157,225.0926513671875,32880600,0.0,0.0,0.002519743152971543,0.17014122202043258,222.55814590454102,220.62720550537108,,Insufficient Data
2024-10-03,223.46483520314058,225.12240767637772,221.65838486968212,223.9908905029297,34044200,0.0,0.0,-0.004894699394075497,0.16441373249002633,222.7214210510254,220.7737600708008,,Insufficient Data
2024-10-04,226.20429410810965,226.3035561118749,222.46235586119454,225.11248779296875,37245100,0.0,0.0,0.005007334394361962,0.17024434142199096,223.01819534301757,220.9635659790039,,Insufficient Data
2024-10-07,222.8296017820206,224.01074997862722,219.68319006872073,220.04051208496094,39505400,0.0,0.0,-0.022530850055161755,0.14387774163751055,223.05690536499023,221.04261322021483,,Insufficient Data
2024-10-08,222.63110049734397,224.298593199742,221.58890998571715,224.0901641845703,31855700,0.0,0.0,0.01840412050143625,0.16492980543351798,223.3377998352051,221.1971014404297,,Insufficient Data
2024-10-09,223.55416342639623,228.0405364361267,223.15714569962594,227.83209228515625,33591100,0.0,0.0,0.016698314779687973,0.18438217002088764,223.67923889160156,221.41532470703126,,Insufficient Data
2024-10-10,226.0851959438118,227.7923994519787,225.47973405841245,227.3358154296875,28183500,0.0,0.0,-0.00217825702468466,0.18180228123912845,223.9904052734375,221.5585858154297,,Insufficient Data
2024-10-11,227.5938974682738,227.70307961960657,225.6484741750507,225.85691833496094,31759200,0.0,0.0,-0.0065053414127963505,0.17411425391724644,224.24102630615235,221.7460302734375,,Insufficient Data
2024-10-14,226.99834931201846,230.0058033150611,226.89910245149323,229.57901000976562,39882100,0.0,0.0,0.016479865670019356,0.1934634991030577,224.98445205688478,221.97817413330077,,Insufficient Data
2024-10-15,231.87182665313995,235.7229623804217,230.6410474142004,232.11004638671875,64751400,0.0,0.0,0.011024685474710694,0.2066210588062165,225.83110656738282,222.47091918945313,,Insufficient Data
2024-10-16,229.87676649695567,230.39288648800354,228.1298522341637,230.055419921875,34082200,0.0,0.0,-0.008851949740342313,0.19594010983802534,226.3814811706543,222.96302185058593,,Insufficient Data
2024-10-17,231.6931740173152,232.11006236609234,228.80483716826546,230.42269897460938,32993800,0.0,0.0,0.0015964807647614876,0.1978494052191886,226.54426193237305,223.41111450195314,,Insufficient Data
2024-10-18,234.4226930307779,234.4226930307779,232.26884075534687,233.25148010253906,46431500,0.0,0.0,0.01227648639009038,0.21255478713973974,226.88173141479493,223.84658233642577,,Insufficient Data
2024-10-21,232.70554934615632,235.08770100400858,232.70554934615632,234.72044372558594,36254500,0.0,0.0,0.006297767638606677,0.22019117543822597,227.3785057067871,224.2533331298828,,Insufficient Data
2024-10-22,232.14972869721714,234.46239402859047,230.8693336731526,234.10507202148438,38846600,0.0,0.0,-0.002621721799490939,0.216992173634033,227.79984664916992,224.6172055053711,,Insufficient Data
2024-10-23,232.33833466706656,233.39044533687328,226.0653512199268,229.04302978515625,52287000,0.0,0.0,-0.021622949868696395,0.19067721287294837,228.0177131652832,224.8055926513672,,Insufficient Data
2024-10-24,228.26884002769643,229.10260155629064,226.710529416834,228.85446166992188,31109500,0.0,0.0,-0.000823286853178895,0.18969694397721049,228.1690788269043,224.9812762451172,,Insufficient Data
2024-10-25,228.03061417648678,231.48471683213373,227.86188088691335,229.6881866455078,38802300,0.0,0.0,0.0036430357070704744,0.1940310524247122,228.3487319946289,225.1140805053711,,Insufficient Data
2024-10-28,231.5839844241638,232.98348177622344,230.81970938626554,231.6633758544922,36087100,0.0,0.0,0.008599437514968056,0.20429904785097008,228.36858291625975,225.25998657226563,,Insufficient Data
2024-10-29,231.36563017470797,232.5864741436605,230.59143496071306,231.93138122558594,35417200,0.0,0.0,0.001156874150284759,0.20569227028864145,228.7388069152832,225.41442901611327,,Insufficient Data
2024-10-30,230.87925826342104,231.7328600109945,227.8420287171323,228.387939453125,47070900,0.0,0.0,-0.015277974691205953,0.18727173429778898,228.90357131958007,225.4856948852539,,Insufficient Data
2024-10-31,227.63358238786932,228.11994197442104,223.693120129287,224.22911071777344,64370100,0.0,0.0,-0.018209493659384512,0.16565211718012685,228.91548233032228,225.47596771240234,,Insufficient Data
2024-11-01,219.32586653780092,223.67328184782377,218.6310779402587,221.25143432617188,65276700,0.0,0.0,-0.013279615577432402,0.15017270516695458,228.72242965698243,225.4438088989258,,Insufficient Data
2024-11-04,219.34573920720757,221.13233427123137,218.07526420177624,220.35813903808594,44944500,0.0,0.0,-0.0040374666532965175,0.14552892122431116,228.73831100463866,225.3479281616211,,Insufficient Data
2024-11-05,220.14971259990074,222.28370958768312,219.49461965793014,221.7874298095703,28111300,0.0,0.0,0.0064862172902873105,0.1529590707196804,228.62317428588867,225.2738836669922,,Insufficient Data
2024-11-06,220.95366880237512,224.387931303672,219.54423614319148,221.06285095214844,54561100,0.0,0.0,-0.0032669969530915166,0.1491923569486,228.2847122192383,225.16847381591796,,Insufficient Data
2024-11-07,222.95862926675593,226.18444740932767,222.8990781242877,225.78741455078125,42137700,0.0,0.0,0.021372037763393914,0.17375293939870917,228.20729217529296,225.1881262207031,,Insufficient Data
2024-11-08,225.72780810336752,227.20835428792034,224.9726384261151,225.51914978027344,38328800,0.25,0.0,-0.0011881298656151174,0.17235836847655595,228.1904037475586,225.13690460205078,,Insufficient Data
2024-11-11,223.5715733715174,224.26712634517858,220.0937933412938,222.80645751953125,42005600,0.0,0.0,-0.012028655940682698,0.1582564730229714,227.85177612304688,225.04711151123047,,Insufficient Data
2024-11-12,223.1244332571579,224.15782408060912,221.94198562097503,222.80645751953125,40398300,0.0,0.0,0.0,0.1582564730229714,227.3865966796875,225.08099090576172,,Insufficient Data
2024-11-13,222.58787261698694,225.2111120360391,221.34580821096,223.69082641601562,48566200,0.0,0.0,0.003969224708879171,0.16285385323491353,227.06836700439453,225.1706723022461,,Insufficient Data
2024-11-14,223.59146688403666,227.41701609796436,223.57158960851197,226.77114868164062,44923900,0.0,0.0,0.013770445194280168,0.17886686848984246,226.8857894897461,225.29158752441407,,Insufficient Data
2024-11-15,224.96268496170848,225.4793879673537,222.84621765747355,223.5715789794922,47923700,0.0,0.0,-0.014109245028521067,0.16223394698631388,226.40179443359375,225.3794790649414,,Insufficient Data
2024-11-18,223.82001439888424,228.28151537171908,223.74052045447314,226.5724334716797,44633700,0.0,0.0,0.013422343331317421,0.17783385005407637,225.99439392089843,225.52560150146485,,Insufficient Data
2024-11-19,225.53901477922054,228.6988344551977,225.22105418122663,226.8307647705078,36211800,0.0,0.0,0.0011401709151894757,0.1791767819528336,225.63067855834962,225.69277130126954,,Insufficient Data
2024-11-20,226.61215353970658,228.47027695087482,224.45593165289552,227.5461883544922,35169600,0.0,0.0,0.00315399714279585,0.182895902153964,225.55583648681642,225.82362884521484,,Insufficient Data
2024-11-21,227.42697481306035,228.6988476019872,224.27710117470866,227.0692596435547,42108300,0.0,0.0,-0.002095964403475259,0.18041659445003244,225.46657638549806,225.94276428222656,,Insufficient Data
2024-11-22,226.61216818417898,229.25528492407807,226.61216818417898,228.41067504882812,38168300,0.0,0.0,0.0059075165320887635,0.18738992499649787,225.40270080566407,226.09408782958985,,Insufficient Data
2024-11-25,229.99057974831032,231.7692092379923,228.28149797848934,231.39161682128906,90152800,0.0,0.0,0.013050798837767497,0.20288631204961893,225.3891128540039,226.42771026611328,,Insufficient Data
2024-11-26,231.84870566104107,234.07449047305911,231.84870566104107,233.56771850585938,45986200,0.0,0.0,0.009404410213577297,0.21419874836843067,225.47092971801757,226.79552551269532,,Insufficient Data
2024-11-27,232.98148163119754,234.19373774290258,232.32566796514345,233.4385528564453,33498400,0.0,0.0,-0.0005530115644419853,0.21352728241905194,225.72346038818358,227.08333801269532,,Insufficient Data
2024-11-29,233.31931239062584,236.3002669685808,232.48464874765904,235.8233184814453,28481400,0.0,0.0,0.010215817378145475,0.22592445551964224,226.30317077636718,227.25646270751952,,Insufficient Data
2024-12-02,235.76367580720535,239.26131787624368,235.65437354492806,238.06893920898438,48137100,0.0,0.0,0.009522471068592608,0.23759828567960817,227.1440460205078,227.48779968261718,,Insufficient Data
2024-12-03,238.2875760799829,241.21884512379424,237.38334952948236,241.1095428466797,38861000,0.0,0.0,0.01277194600773246,0.25340482416357046,228.1816162109375,227.81429138183594,,Insufficient Data
2024-12-04,241.32814402991647,242.56027739454964,239.7184333911867,241.46725463867188,44383900,0.0,0.0,0.0014836069438348698,0.25526438426413556,229.16560745239258,228.1300714111328,,Insufficient Data
2024-12-05,242.4410361127995,242.98753231090083,240.59284370740727,241.49705505371094,40033900,0.0,0.0,0.0001234138976056176,0.2554193013343231,230.18731765747071,228.46629852294922,,Insufficient Data
2024-12-06,241.36788746709487,243.0769692456264,240.5431549096241,241.29832458496094,36870600,0.0,0.0,-0.0008229105266140957,0.25438620357594055,230.96286315917968,228.77572204589845,,Insufficient Data
2024-12-09,240.29475369946152,245.67041216886827,240.21525975684386,245.1835174560547,44649200,0.0,0.0,0.01610120119058589,0.274583328210412,231.94608154296876,229.15748992919922,,Insufficient Data
2024-12-10,245.32261857013248,246.63424582967986,243.7824557106041,246.19703674316406,36914800,0.0,0.0,0.004133717052538177,0.2798520950491161,233.1156105041504,229.456103515625,,Insufficient Data
2024-12-11,246.3858398593606,249.20780656351602,244.69662013013263,244.9251708984375,45205800,0.0,0.0,-0.005166048550183766,0.27324031698903806,234.2215461730957,229.8640689086914,,Insufficient Data
2024-12-12,245.32260415969785,247.1608653940442,244.1202792424049,246.3858184814453,32777500,0.0,0.0,0.00596364831613605,0.2808334744614862,235.35629577636718,230.28993225097656,,Insufficient Data
2024-12-13,246.24674947927724,247.70740339826426,244.6767781146993,246.55477905273438,33155300,0.0,0.0,0.0006857560728552592,0.2817118137949144,236.34547729492186,230.74121002197265,,Insufficient Data
2024-12-16,246.41561861527626,249.78409628857773,246.07776561283137,249.4462432861328,51694800,0.0,0.0,0.011727471860442096,0.2967430530243904,237.63921051025392,231.22788513183593,,Insufficient Data
2024-12-17,248.49236434269267,252.21855739876366,248.19426586582333,251.8707733154297,51356400,0.0,0.0,0.009719649401637831,0.309346940863797,238.9041275024414,231.86449035644532,,Insufficient Data
2024-12-18,250.559158393614,252.66569465886903,246.16722071424974,246.47525024414062,56774100,0.0,0.0,-0.02142179102508246,0.2812983843172818,239.88635177612304,232.31219207763672,,Insufficient Data
2024-12-19,245.92873792847348,250.400169527173,245.5213371883983,248.20419311523438,60882300,0.0,0.0,0.007014671328586575,0.2902862713571166,240.91925201416015,232.71963409423827,,Insufficient Data
2024-12-20,246.46529524609687,253.3811159043778,244.13022347118752,252.87435913085938,147495300,0.0,0.0,0.018815822396105908,0.3145640686791058,242.2095069885254,233.23040496826172,,Insufficient Data
2024-12-23,253.15258832932108,254.02699130961165,251.84096111600803,253.6494140625,40858800,0.0,0.0,0.003064980310002685,0.31859318166584427,243.471443939209,233.7862548828125,,Insufficient Data
2024-12-24,253.86798918256417,256.57070690893096,253.66924678278625,256.560791015625,23234700,0.0,0.0,0.011477956548354706,0.3337279369099617,244.7299026489258,234.3258905029297,,Insufficient Data
2024-12-26,256.55086249805703,258.44874034869076,255.99442012888886,257.3755798339844,27237100,0.0,0.0,0.003175811920184346,0.3379636059902833,245.92029571533203,234.831201171875,,Insufficient Data
2024-12-27,256.19314630806485,257.05764856283577,251.45343969164696,253.96737670898438,42355300,0.0,0.0,-0.01324213869551416,0.3202461063502098,246.94673690795898,235.3094403076172,,Insufficient Data
2024-12-30,250.6287005424076,251.8906421270002,249.15810064436016,250.59889221191406,35557500,0.0,0.0,-0.013263453521946578,0.3027350834811029,247.6855155944824,235.7129641723633,,Insufficient Data
2024-12-31,250.83741118103507,251.67207488235135,247.84651017510492,248.83023071289062,39480700,0.0,0.0,-0.007057738697135996,0.2935407196703017,248.22358016967775,236.0245391845703,,Insufficient Data
2025-01-02,247.34967754084445,247.51861164989126,240.2848294479123,242.30194091796875,55740700,0.0,0.0,-0.026235919069071856,0.25960349003648275,248.2832000732422,236.17616912841797,,Insufficient Data
2025-01-03,241.81504821777344,242.629834626151,240.35437918764114,241.81504821777344,40244100,0.0,0.0,-0.0020094461412513143,0.25707238466392224,248.30058975219725,236.33036865234374,,Insufficient Data
2025-01-06,242.75900387005615,245.7598357483754,241.6560500607284,243.4446258544922,45045600,0.0,0.0,0.006738942215255284,0.2655437228245656,248.39796829223633,236.61840057373047,,Insufficient Data
2025-01-07,241.43743349025635,243.99112508347835,239.81779188041267,240.67233276367188,40856000,0.0,0.0,-0.011387776916781611,0.2511319932306062,248.36666870117188,236.85475799560547,,Insufficient Data
2025-01-08,240.3841632667122,242.16280789951685,238.52603985831155,241.15921020507812,37628900,0.0,0.0,0.0020229888322240708,0.25366301928055,248.16545333862305,237.08417846679689,,Insufficient Data
